IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProducto,Cantidad,Precio,IdProveedor,Outliers,Total_Compra
37,1/30/2015,2015,1,201501,42959,8,2556.975,8,0.0,20455.8
38,1/30/2015,2015,1,201501,42961,4,1995.1653658536586,12,0.0,7980.661463414634
39,1/30/2015,2015,1,201501,42963,10,1466.3,3,1.0,14663.0
40,1/30/2015,2015,1,201501,42964,4,2035.16,11,1.0,8140.64
41,1/30/2015,2015,1,201501,42966,10,2193.51,10,1.0,21935.100000000002
42,1/30/2015,2015,1,201501,42967,6,2447.26,5,1.0,14683.560000000001
43,1/30/2015,2015,1,201501,42968,8,2200.98,2,1.0,17607.84
44,1/30/2015,2015,1,201501,42969,5,2591.87,2,1.0,12959.349999999999
45,1/30/2015,2015,1,201501,42970,17,2284.76,7,1.0,38840.920000000006
46,1/30/2015,2015,1,201501,42971,9,1872.1,11,1.0,16848.899999999998
47,1/30/2015,2015,1,201501,43030,4,785.5,3,1.0,3142.0
48,1/30/2015,2015,1,201501,43031,8,929.22,12,1.0,7433.76
49,1/30/2015,2015,1,201501,43032,6,730.2,11,1.0,4381.200000000001
50,1/30/2015,2015,1,201501,43033,12,746.46,13,1.0,8957.52
51,1/30/2015,2015,1,201501,43037,9,720.86,4,1.0,6487.74
52,1/30/2015,2015,1,201501,43039,3,545.04,4,1.0,1635.12
53,1/30/2015,2015,1,201501,43041,8,610.06,4,1.0,4880.48
54,1/30/2015,2015,1,201501,42816,16,996.8,13,1.0,15948.8
55,1/30/2015,2015,1,201501,42818,3,1149.29,7,1.0,3447.87
56,1/30/2015,2015,1,201501,42819,8,645.87,2,1.0,5166.96
57,1/30/2015,2015,1,201501,42821,13,513.26,13,1.0,6672.38
58,1/30/2015,2015,1,201501,42823,11,680.69,11,1.0,7487.59
59,1/30/2015,2015,1,201501,42824,5,355.8,12,1.0,1779.0
60,1/30/2015,2015,1,201501,42826,4,405.87,10,1.0,1623.48
61,1/30/2015,2015,1,201501,42827,8,312.44,8,1.0,2499.52
62,1/30/2015,2015,1,201501,42829,6,711.69,3,1.0,4270.14
63,1/30/2015,2015,1,201501,42830,7,372.36,9,1.0,2606.52
64,1/30/2015,2015,1,201501,42831,6,235.16,2,1.0,1410.96
65,1/30/2015,2015,1,201501,42810,4,896.9115909090909,3,1.0,3587.6463636363637
66,1/30/2015,2015,1,201501,42811,9,1814.02,3,1.0,16326.18
67,1/30/2015,2015,1,201501,42813,6,245.88,12,1.0,1475.28
68,1/30/2015,2015,1,201501,42814,15,263.09,8,1.0,3946.3499999999995
69,1/30/2015,2015,1,201501,42815,11,421.16285714285715,7,1.0,4632.791428571429
70,1/30/2015,2015,1,201501,42904,10,99.05,6,1.0,990.5
71,1/30/2015,2015,1,201501,42905,8,335.59,3,1.0,2684.72
72,1/30/2015,2015,1,201501,42906,5,213.35,5,1.0,1066.75
73,1/30/2015,2015,1,201501,42737,2,1168.673888888889,6,1.0,2337.347777777778
74,1/30/2015,2015,1,201501,42865,5,142.02,3,1.0,710.1
75,1/30/2015,2015,1,201501,42866,18,153.69,2,1.0,2766.42
76,1/30/2015,2015,1,201501,42872,8,401.3,13,1.0,3210.4
77,1/30/2015,2015,1,201501,42875,15,378.23,11,1.0,5673.450000000001
78,1/30/2015,2015,1,201501,42877,2,383.54,8,1.0,767.08
79,1/30/2015,2015,1,201501,42878,7,422.96,6,1.0,2960.72
80,1/30/2015,2015,1,201501,42880,20,408.96,13,1.0,8179.2
81,1/30/2015,2015,1,201501,42881,11,313.59,1,1.0,3449.49
82,1/30/2015,2015,1,201501,42884,8,327.54,7,1.0,2620.32
83,1/30/2015,2015,1,201501,42885,4,306.01,8,1.0,1224.04
84,1/30/2015,2015,1,201501,42886,23,298.82,6,1.0,6872.86
85,1/30/2015,2015,1,201501,42887,11,346.85052631578947,3,1.0,3815.355789473684
86,1/30/2015,2015,1,201501,42888,7,318.44,6,1.0,2229.08
87,1/30/2015,2015,1,201501,42890,12,311.06,11,1.0,3732.7200000000003
88,1/30/2015,2015,1,201501,42891,7,337.56,4,1.0,2362.92
89,1/30/2015,2015,1,201501,42892,8,375.41,11,1.0,3003.28
90,1/30/2015,2015,1,201501,42894,8,318.9,12,1.0,2551.2
91,1/30/2015,2015,1,201501,42896,7,338.12,8,1.0,2366.84
92,1/30/2015,2015,1,201501,42897,13,311.28,14,1.0,4046.6399999999994
93,1/30/2015,2015,1,201501,42898,13,323.51,4,1.0,4205.63
94,1/30/2015,2015,1,201501,42985,5,1069.55,10,1.0,5347.75
95,1/30/2015,2015,1,201501,42986,5,214.49,13,1.0,1072.45
96,1/30/2015,2015,1,201501,42989,3,263.83,12,1.0,791.49
97,1/30/2015,2015,1,201501,42991,21,326.45,10,1.0,6855.45
98,1/30/2015,2015,1,201501,42992,5,443.61,13,1.0,2218.05
99,1/30/2015,2015,1,201501,42994,15,426.56,11,1.0,6398.4
100,1/30/2015,2015,1,201501,42995,10,263.77,11,1.0,2637.7
101,1/30/2015,2015,1,201501,42997,8,330.07,4,1.0,2640.56
102,1/30/2015,2015,1,201501,42998,17,359.22,8,1.0,6106.740000000001
103,1/30/2015,2015,1,201501,43000,7,280.51,10,1.0,1963.57
104,1/30/2015,2015,1,201501,43002,5,276.11,7,1.0,1380.5500000000002
105,1/30/2015,2015,1,201501,43003,12,311.25,7,1.0,3735.0
106,1/30/2015,2015,1,201501,43004,12,271.67,7,1.0,3260.04
107,1/30/2015,2015,1,201501,43005,4,275.24,6,1.0,1100.96
108,1/30/2015,2015,1,201501,43012,3,324.51,10,1.0,973.53
109,1/30/2015,2015,1,201501,43013,13,230.76,1,1.0,2999.88
110,1/30/2015,2015,1,201501,43014,3,385.8,2,1.0,1157.4
111,1/30/2015,2015,1,201501,43016,2,309.5,13,1.0,619.0
112,1/30/2015,2015,1,201501,43018,20,344.05,10,1.0,6881.0
113,1/30/2015,2015,1,201501,43020,18,436.96,10,1.0,7865.28
114,1/30/2015,2015,1,201501,43022,10,301.8082222222222,5,1.0,3018.082222222222
115,1/30/2015,2015,1,201501,43024,20,367.43,8,1.0,7348.6
116,1/30/2015,2015,1,201501,43026,8,411.53,6,1.0,3292.24
117,1/30/2015,2015,1,201501,42754,17,975.97,2,1.0,16591.49
118,1/30/2015,2015,1,201501,42755,6,785.85,7,1.0,4715.1
119,1/30/2015,2015,1,201501,42758,8,1371.9,8,1.0,10975.2
120,1/30/2015,2015,1,201501,42760,7,1099.95,9,1.0,7699.650000000001
121,1/30/2015,2015,1,201501,42763,11,1663.23,11,1.0,18295.53
122,1/30/2015,2015,1,201501,42765,2,1302.6,6,1.0,2605.2
123,1/30/2015,2015,1,201501,42766,4,746.4364702544216,10,0.0,2985.7458810176863
124,1/30/2015,2015,1,201501,42768,8,1335.75,10,1.0,10686.0
125,1/30/2015,2015,1,201501,42769,4,1875.04,5,1.0,7500.16
126,1/30/2015,2015,1,201501,42773,2,746.4364702544216,1,0.0,1492.8729405088432
127,1/30/2015,2015,1,201501,42774,14,746.4364702544216,11,0.0,10450.110583561902
128,1/30/2015,2015,1,201501,42777,13,1865.98,7,1.0,24257.74
129,1/30/2015,2015,1,201501,42778,8,1834.88,10,1.0,14679.04
130,1/30/2015,2015,1,201501,42779,10,746.4364702544216,11,0.0,7464.364702544216
131,1/30/2015,2015,1,201501,42782,6,2678.34,1,1.0,16070.04
132,1/30/2015,2015,1,201501,42789,5,167.05,9,1.0,835.25
133,1/30/2015,2015,1,201501,42792,2,317.73,9,1.0,635.46
134,1/30/2015,2015,1,201501,42793,8,599.24,6,1.0,4793.92
135,1/30/2015,2015,1,201501,42794,4,215.71,2,1.0,862.84
136,1/30/2015,2015,1,201501,42795,18,410.73,7,1.0,7393.14
137,1/30/2015,2015,1,201501,42796,2,283.34,3,1.0,566.68
138,1/30/2015,2015,1,201501,42801,7,1950.04,5,1.0,13650.279999999999
139,1/30/2015,2015,1,201501,42926,8,59.21,1,1.0,473.68
140,1/30/2015,2015,1,201501,42929,3,249.15,2,1.0,747.45
141,1/30/2015,2015,1,201501,42931,23,212.31,5,1.0,4883.13
142,1/30/2015,2015,1,201501,42853,5,483.89,10,1.0,2419.45
143,1/30/2015,2015,1,201501,42870,17,134.46,3,1.0,2285.82
144,1/30/2015,2015,1,201501,42899,9,131.3,7,1.0,1181.7
145,1/30/2015,2015,1,201501,42900,9,192.97,5,1.0,1736.73
146,1/30/2015,2015,1,201501,42928,15,97.84,4,1.0,1467.6000000000001
147,1/30/2015,2015,1,201501,42975,16,164.95,13,1.0,2639.2
148,1/30/2015,2015,1,201501,42976,2,151.51,6,1.0,303.02
149,1/30/2015,2015,1,201501,42977,4,88.78,10,1.0,355.12
150,1/30/2015,2015,1,201501,42978,5,72.24,11,1.0,361.2
151,1/30/2015,2015,1,201501,42979,2,68.33,14,1.0,136.66
152,1/30/2015,2015,1,201501,42980,6,86.82,12,1.0,520.92
153,1/30/2015,2015,1,201501,42982,11,7.8,13,1.0,85.8
154,2/27/2015,2015,2,201502,42832,22,530.11,6,1.0,11662.42
155,2/27/2015,2015,2,201502,42833,9,645.24,1,1.0,5807.16
156,2/27/2015,2015,2,201502,42836,13,611.73,7,1.0,7952.49
157,2/27/2015,2015,2,201502,42837,2,333.79,9,1.0,667.58
158,2/27/2015,2015,2,201502,42838,4,710.45,11,1.0,2841.8
159,2/27/2015,2015,2,201502,42839,18,279.78,5,1.0,5036.039999999999
160,2/27/2015,2015,2,201502,42842,10,273.31,10,1.0,2733.1
161,2/27/2015,2015,2,201502,42843,5,481.56,12,1.0,2407.8
162,2/27/2015,2015,2,201502,42844,18,1124.05,14,1.0,20232.899999999998
163,2/27/2015,2015,2,201502,42846,5,1900.31,10,1.0,9501.55
164,2/27/2015,2015,2,201502,42847,13,1827.78,10,1.0,23761.14
165,2/27/2015,2015,2,201502,42857,9,402.85,5,1.0,3625.65
166,2/27/2015,2015,2,201502,42858,3,365.81,8,1.0,1097.43
167,2/27/2015,2015,2,201502,42859,6,415.85,9,1.0,2495.1000000000004
168,2/27/2015,2015,2,201502,42984,8,201.15,9,1.0,1609.2
169,2/27/2015,2015,2,201502,42908,7,1131.45,3,1.0,7920.150000000001
170,2/27/2015,2015,2,201502,42910,4,1189.0,13,1.0,4756.0
171,2/27/2015,2015,2,201502,42911,19,1179.98,1,1.0,22419.62
172,2/27/2015,2015,2,201502,42912,15,1310.58,4,1.0,19658.699999999997
173,2/27/2015,2015,2,201502,42913,9,1059.86,4,1.0,9538.74
174,2/27/2015,2015,2,201502,42914,16,1025.12,13,1.0,16401.92
175,2/27/2015,2015,2,201502,42918,2,622.5,10,1.0,1245.0
176,2/27/2015,2015,2,201502,42919,10,476.95,9,1.0,4769.5
177,2/27/2015,2015,2,201502,42920,6,505.49,6,1.0,3032.94
178,2/27/2015,2015,2,201502,42921,6,576.48,8,1.0,3458.88
179,2/27/2015,2015,2,201502,42922,13,522.31,13,1.0,6790.029999999999
180,2/27/2015,2015,2,201502,42924,1,375.66,8,1.0,375.66
181,2/27/2015,2015,2,201502,42925,3,1.96,9,1.0,5.88
182,2/27/2015,2015,2,201502,42934,3,1110.8,5,1.0,3332.3999999999996
183,2/27/2015,2015,2,201502,42937,5,1569.32,5,1.0,7846.599999999999
184,2/27/2015,2015,2,201502,42941,8,2114.97,3,1.0,16919.76
185,2/27/2015,2015,2,201502,42944,8,2621.9,12,1.0,20975.2
186,2/27/2015,2015,2,201502,42946,10,1487.36,1,1.0,14873.599999999999
187,2/27/2015,2015,2,201502,42949,6,1515.91,8,1.0,9095.460000000001
188,2/27/2015,2015,2,201502,42950,14,1832.77,5,1.0,25658.78
189,2/27/2015,2015,2,201502,42951,8,1872.87,6,1.0,14982.96
190,2/27/2015,2015,2,201502,42953,7,2268.76,10,1.0,15881.320000000002
191,2/27/2015,2015,2,201502,42955,3,1705.33,9,1.0,5115.99
192,2/27/2015,2015,2,201502,42960,15,2591.7654545454548,4,0.0,38876.48181818182
193,2/27/2015,2015,2,201502,42963,8,1670.36,9,1.0,13362.88
194,2/27/2015,2015,2,201502,42966,20,2639.19,5,1.0,52783.8
195,2/27/2015,2015,2,201502,42968,23,2326.25,10,1.0,53503.75
196,2/27/2015,2015,2,201502,42969,11,2510.6721739130435,6,0.0,27617.393913043477
197,2/27/2015,2015,2,201502,42970,5,2085.32,3,1.0,10426.6
198,2/27/2015,2015,2,201502,42971,5,1739.46,11,1.0,8697.3
199,2/27/2015,2015,2,201502,42972,12,1702.12,2,1.0,20425.44
200,2/27/2015,2015,2,201502,43029,3,737.94,3,1.0,2213.82
201,2/27/2015,2015,2,201502,43031,8,948.17,12,1.0,7585.36
202,2/27/2015,2015,2,201502,43032,8,644.51,6,1.0,5156.08
203,2/27/2015,2015,2,201502,43034,5,611.33,10,1.0,3056.65
204,2/27/2015,2015,2,201502,43035,12,755.16,8,1.0,9061.92
205,2/27/2015,2015,2,201502,43036,11,509.68,11,1.0,5606.4800000000005
206,2/27/2015,2015,2,201502,43037,8,800.6116666666667,13,0.0,6404.893333333333
207,2/27/2015,2015,2,201502,43040,8,516.75,11,1.0,4134.0
208,2/27/2015,2015,2,201502,43041,3,529.82,6,1.0,1589.46
209,2/27/2015,2015,2,201502,43043,9,902.8,1,1.0,8125.2
210,2/27/2015,2015,2,201502,42816,10,944.54,11,1.0,9445.4
211,2/27/2015,2015,2,201502,42819,5,674.5,5,1.0,3372.5
212,2/27/2015,2015,2,201502,42820,5,516.18,7,1.0,2580.8999999999996
213,2/27/2015,2015,2,201502,42823,4,631.24,6,1.0,2524.96
214,2/27/2015,2015,2,201502,42824,4,400.01,4,1.0,1600.04
215,2/27/2015,2015,2,201502,42825,5,376.69,8,1.0,1883.45
216,2/27/2015,2015,2,201502,42826,6,380.83,11,1.0,2284.98
217,2/27/2015,2015,2,201502,42810,6,970.56,4,1.0,5823.36
218,2/27/2015,2015,2,201502,42812,8,296.43,12,1.0,2371.44
219,2/27/2015,2015,2,201502,42815,9,440.74,2,1.0,3966.66
220,2/27/2015,2015,2,201502,42904,7,103.26,8,1.0,722.82
221,2/27/2015,2015,2,201502,42906,22,238.64,11,1.0,5250.08
222,2/27/2015,2015,2,201502,42864,7,123.87,8,1.0,867.09
223,2/27/2015,2015,2,201502,42865,19,144.33,7,1.0,2742.2700000000004
224,2/27/2015,2015,2,201502,42867,7,122.08,8,1.0,854.56
225,2/27/2015,2015,2,201502,42868,2,138.57,3,1.0,277.14
226,2/27/2015,2015,2,201502,42869,13,147.71,4,1.0,1920.23
227,2/27/2015,2015,2,201502,42871,4,436.56,11,1.0,1746.24
228,2/27/2015,2015,2,201502,42872,10,406.15,8,1.0,4061.5
229,2/27/2015,2015,2,201502,42873,1,432.9,9,1.0,432.9
230,2/27/2015,2015,2,201502,42877,8,392.09384615384613,4,1.0,3136.750769230769
231,2/27/2015,2015,2,201502,42878,7,413.33,9,1.0,2893.31
232,2/27/2015,2015,2,201502,42881,15,310.3,9,1.0,4654.5
233,2/27/2015,2015,2,201502,42884,8,358.09,13,1.0,2864.72
234,2/27/2015,2015,2,201502,42885,4,348.91,13,1.0,1395.64
235,2/27/2015,2015,2,201502,42886,6,316.74,5,1.0,1900.44
236,2/27/2015,2015,2,201502,42887,10,346.85052631578947,5,1.0,3468.5052631578947
237,2/27/2015,2015,2,201502,42888,6,303.02,4,1.0,1818.12
238,2/27/2015,2015,2,201502,42891,6,324.17,3,1.0,1945.02
239,2/27/2015,2015,2,201502,42892,2,374.9,13,1.0,749.8
240,2/27/2015,2015,2,201502,42893,2,330.56,5,1.0,661.12
241,2/27/2015,2015,2,201502,42898,8,357.47,10,1.0,2859.76
242,2/27/2015,2015,2,201502,42988,8,478.18,5,1.0,3825.44
243,2/27/2015,2015,2,201502,42989,2,259.64,8,1.0,519.28
244,2/27/2015,2015,2,201502,42990,2,248.08,13,1.0,496.16
245,2/27/2015,2015,2,201502,42991,14,283.61,4,1.0,3970.54
246,2/27/2015,2015,2,201502,42993,5,317.43,9,1.0,1587.15
247,2/27/2015,2015,2,201502,42995,5,220.27,7,1.0,1101.3500000000001
248,2/27/2015,2015,2,201502,42999,17,386.06,3,1.0,6563.02
249,2/27/2015,2015,2,201502,43000,8,270.88,3,1.0,2167.04
250,2/27/2015,2015,2,201502,43001,8,429.41,13,1.0,3435.28
251,2/27/2015,2015,2,201502,43005,7,256.22,11,1.0,1793.5400000000002
252,2/27/2015,2015,2,201502,43007,23,300.11,1,1.0,6902.530000000001
253,2/27/2015,2015,2,201502,43008,6,294.36,2,1.0,1766.16
254,2/27/2015,2015,2,201502,43010,9,242.67,3,1.0,2184.0299999999997
255,2/27/2015,2015,2,201502,43012,6,374.36,10,1.0,2246.16
256,2/27/2015,2015,2,201502,43013,5,280.55,13,1.0,1402.75
257,2/27/2015,2015,2,201502,43014,20,392.44,5,1.0,7848.8
258,2/27/2015,2015,2,201502,43016,16,337.25,11,1.0,5396.0
259,2/27/2015,2015,2,201502,43018,19,314.83,5,1.0,5981.7699999999995
260,2/27/2015,2015,2,201502,43019,4,321.31,3,1.0,1285.24
261,2/27/2015,2015,2,201502,43020,4,442.47,7,1.0,1769.88
262,2/27/2015,2015,2,201502,43021,3,338.88,3,1.0,1016.64
263,2/27/2015,2015,2,201502,43023,8,428.18,12,1.0,3425.44
264,2/27/2015,2015,2,201502,43025,4,386.35083333333336,8,1.0,1545.4033333333334
265,2/27/2015,2015,2,201502,42754,1,859.7,10,1.0,859.7
266,2/27/2015,2015,2,201502,42756,15,471.94,9,1.0,7079.1
267,2/27/2015,2015,2,201502,42758,4,1380.42,8,1.0,5521.68
268,2/27/2015,2015,2,201502,42759,19,1357.08,1,1.0,25784.519999999997
269,2/27/2015,2015,2,201502,42760,8,999.44,11,1.0,7995.52
270,2/27/2015,2015,2,201502,42763,18,1449.99,12,1.0,26099.82
271,2/27/2015,2015,2,201502,42765,6,1311.66,13,1.0,7869.960000000001
272,2/27/2015,2015,2,201502,42767,2,2273.38,7,1.0,4546.76
273,2/27/2015,2015,2,201502,42768,7,1358.92,8,1.0,9512.44
274,2/27/2015,2015,2,201502,42769,3,2138.98,12,1.0,6416.9400000000005
275,2/27/2015,2015,2,201502,42770,15,2275.87,8,1.0,34138.049999999996
276,2/27/2015,2015,2,201502,42771,10,1560.05,4,1.0,15600.5
277,2/27/2015,2015,2,201502,42772,5,746.4364702544216,11,0.0,3732.182351272108
278,2/27/2015,2015,2,201502,42774,5,746.4364702544216,2,0.0,3732.182351272108
279,2/27/2015,2015,2,201502,42776,17,913.0,6,1.0,15521.0
280,2/27/2015,2015,2,201502,42777,10,1822.52,7,1.0,18225.2
281,2/27/2015,2015,2,201502,42778,16,1940.4,9,1.0,31046.4
282,2/27/2015,2015,2,201502,42780,6,2612.81,6,1.0,15676.86
283,2/27/2015,2015,2,201502,42783,7,1524.52,11,1.0,10671.64
284,2/27/2015,2015,2,201502,42785,9,994.38,3,1.0,8949.42
285,2/27/2015,2015,2,201502,42786,6,489.02,7,1.0,2934.12
286,2/27/2015,2015,2,201502,42787,9,1033.3,3,1.0,9299.699999999999
287,2/27/2015,2015,2,201502,42788,6,297.2,7,1.0,1783.1999999999998
288,2/27/2015,2015,2,201502,42794,12,222.56,7,1.0,2670.7200000000003
289,2/27/2015,2015,2,201502,42797,5,746.4364702544216,3,0.0,3732.182351272108
290,2/27/2015,2015,2,201502,42799,8,1017.23,12,1.0,8137.84
291,2/27/2015,2015,2,201502,42801,3,1966.51,13,1.0,5899.53
292,2/27/2015,2015,2,201502,42850,4,181.15,8,1.0,724.6
293,2/27/2015,2015,2,201502,42851,4,109.31,8,1.0,437.24
294,2/27/2015,2015,2,201502,42926,8,55.17,9,1.0,441.36
295,2/27/2015,2015,2,201502,42929,18,233.77,2,1.0,4207.860000000001
296,2/27/2015,2015,2,201502,42930,2,94.08,11,1.0,188.16
297,2/27/2015,2015,2,201502,42901,7,153.77,11,1.0,1076.39
298,2/27/2015,2015,2,201502,42973,4,83.55,4,1.0,334.2
299,2/27/2015,2015,2,201502,42975,3,163.23,5,1.0,489.68999999999994
300,2/27/2015,2015,2,201502,42977,8,88.46,6,1.0,707.68
301,2/27/2015,2015,2,201502,42978,13,73.67,12,1.0,957.71
302,2/27/2015,2015,2,201502,42979,3,79.73,2,1.0,239.19
303,2/27/2015,2015,2,201502,42980,6,77.84,13,1.0,467.04
304,3/27/2015,2015,3,201503,42833,11,584.741590909091,6,0.0,6432.157500000001
305,3/27/2015,2015,3,201503,42837,6,267.75,12,1.0,1606.5
306,3/27/2015,2015,3,201503,42838,10,628.06,2,1.0,6280.599999999999
307,3/27/2015,2015,3,201503,42839,5,279.3,9,1.0,1396.5
308,3/27/2015,2015,3,201503,42840,6,263.07,5,1.0,1578.42
309,3/27/2015,2015,3,201503,42842,20,219.14,5,1.0,4382.799999999999
310,3/27/2015,2015,3,201503,42843,14,490.3,10,1.0,6864.2
311,3/27/2015,2015,3,201503,42845,15,643.74,11,1.0,9656.1
312,3/27/2015,2015,3,201503,42847,12,1732.41,5,1.0,20788.920000000002
313,3/27/2015,2015,3,201503,42856,8,372.49,9,1.0,2979.92
314,3/27/2015,2015,3,201503,42859,4,439.67,8,1.0,1758.68
315,3/27/2015,2015,3,201503,42860,7,441.75,3,1.0,3092.25
316,3/27/2015,2015,3,201503,42863,6,296.14,9,1.0,1776.84
317,3/27/2015,2015,3,201503,42907,1,276.32,4,1.0,276.32
318,3/27/2015,2015,3,201503,42912,8,1303.83,14,1.0,10430.64
319,3/27/2015,2015,3,201503,42915,14,1238.9,5,1.0,17344.600000000002
320,3/27/2015,2015,3,201503,42916,10,909.13,4,1.0,9091.3
321,3/27/2015,2015,3,201503,42918,5,539.62,6,1.0,2698.1
322,3/27/2015,2015,3,201503,42919,12,400.31,6,1.0,4803.72
323,3/27/2015,2015,3,201503,42921,6,530.69,6,1.0,3184.1400000000003
324,3/27/2015,2015,3,201503,42922,9,467.65,2,1.0,4208.849999999999
325,3/27/2015,2015,3,201503,42923,21,553.55,2,1.0,11624.55
326,3/27/2015,2015,3,201503,42933,5,888.6,14,1.0,4443.0
327,3/27/2015,2015,3,201503,42934,7,1346.7,11,1.0,9426.9
328,3/27/2015,2015,3,201503,42936,4,2239.5,9,1.0,8958.0
329,3/27/2015,2015,3,201503,42938,5,2028.0,10,1.0,10140.0
330,3/27/2015,2015,3,201503,42939,4,2105.23,9,1.0,8420.92
331,3/27/2015,2015,3,201503,42940,11,1594.76,7,1.0,17542.36
332,3/27/2015,2015,3,201503,42941,2,2112.59,8,1.0,4225.18
333,3/27/2015,2015,3,201503,42944,15,2468.3931034482757,13,0.0,37025.89655172414
334,3/27/2015,2015,3,201503,42945,3,2438.52,9,1.0,7315.5599999999995
335,3/27/2015,2015,3,201503,42948,10,2220.39,9,1.0,22203.899999999998
336,3/27/2015,2015,3,201503,42949,4,1304.91,3,1.0,5219.64
337,3/27/2015,2015,3,201503,42954,17,1760.56,9,1.0,29929.52
338,3/27/2015,2015,3,201503,42955,14,1565.65,1,1.0,21919.100000000002
339,3/27/2015,2015,3,201503,42957,3,1927.6637037037037,11,0.0,5782.991111111111
340,3/27/2015,2015,3,201503,42958,9,2386.54,3,1.0,21478.86
341,3/27/2015,2015,3,201503,42960,14,2591.7654545454548,12,0.0,36284.71636363637
342,3/27/2015,2015,3,201503,42962,16,1583.61,6,1.0,25337.76
343,3/27/2015,2015,3,201503,42963,2,1600.47,2,1.0,3200.94
344,3/27/2015,2015,3,201503,42964,10,1945.45,12,1.0,19454.5
345,3/27/2015,2015,3,201503,42965,20,1739.51,7,1.0,34790.2
346,3/27/2015,2015,3,201503,42966,4,2077.8,8,1.0,8311.2
347,3/27/2015,2015,3,201503,42971,12,1889.59,4,1.0,22675.079999999998
348,3/27/2015,2015,3,201503,42972,8,1928.17,6,1.0,15425.36
349,3/27/2015,2015,3,201503,43028,7,569.54,11,1.0,3986.7799999999997
350,3/27/2015,2015,3,201503,43029,8,847.99,12,1.0,6783.92
351,3/27/2015,2015,3,201503,43031,22,817.25,6,1.0,17979.5
352,3/27/2015,2015,3,201503,43034,6,769.77,6,1.0,4618.62
353,3/27/2015,2015,3,201503,43035,4,706.4,13,1.0,2825.6
354,3/27/2015,2015,3,201503,43036,10,489.45,4,1.0,4894.5
355,3/27/2015,2015,3,201503,43037,2,878.26,6,1.0,1756.52
356,3/27/2015,2015,3,201503,43039,9,515.78,2,1.0,4642.0199999999995
357,3/27/2015,2015,3,201503,43041,8,602.23,13,1.0,4817.84
358,3/27/2015,2015,3,201503,43042,8,851.32,5,1.0,6810.56
359,3/27/2015,2015,3,201503,43043,3,789.05,12,1.0,2367.1499999999996
360,3/27/2015,2015,3,201503,42816,16,952.91,11,1.0,15246.56
361,3/27/2015,2015,3,201503,42817,5,624.25,13,1.0,3121.25
362,3/27/2015,2015,3,201503,42818,8,1364.59,10,1.0,10916.72
