index,Latitud,Longitud,IdLocalidad,Localidad,IdProvincia,Provincia
79.0,-34.88295197,-57.86148927,6098010008,Villa Independencia,6.0,Buenos Aires
80.0,-34.89570794,-57.91088166,6098010009,Villa Nueva,6.0,Buenos Aires
81.0,-34.89104331,-57.8963774,6098010010,Villa Porteña,6.0,Buenos Aires
82.0,-34.93087661,-57.84687999,6098010011,Villa Progreso,6.0,Buenos Aires
83.0,-34.88381308,-57.87701596,6098010012,Villa San Carlos,6.0,Buenos Aires
84.0,-34.92216463,-57.80096648,6098010013,Villa Zula,6.0,Buenos Aires
85.0,-36.00104298,-60.85344951,6105010000,Hale,6.0,Buenos Aires
86.0,-36.34987705,-61.25525912,6105020000,Juan F. Ibarra,6.0,Buenos Aires
87.0,-36.50531835,-61.02432872,6105040000,Paula,6.0,Buenos Aires
88.0,-36.51091702,-61.55455166,6105050000,Pirovano,6.0,Buenos Aires
89.0,-36.22956022,-61.11318987,6105060000,San Carlos De Bolivar,6.0,Buenos Aires
90.0,-36.43292924,-61.41911602,6105070000,Urdampilleta,6.0,Buenos Aires
91.0,-36.60257933,-61.36186255,6105080000,Villa Lynch Pueyrredon,6.0,Buenos Aires
92.0,-35.22675813,-60.41689528,6112005000,Asamblea,6.0,Buenos Aires
93.0,-35.1189423,-60.48791476,6112010000,Bragado,6.0,Buenos Aires
94.0,-35.32331004,-60.52173149,6112020000,Comodoro Py,6.0,Buenos Aires
95.0,-34.90679791,-60.75978382,6112030000,General O'Brien,6.0,Buenos Aires
96.0,-34.77182303,-60.6916912,6112040000,Irala,6.0,Buenos Aires
97.0,-35.07972727,-60.59285467,6112050000,La Limpia,6.0,Buenos Aires
98.0,-35.06152467,-60.70607414,6112060000,Maximo Fernandez,6.0,Buenos Aires
100.0,-35.23752779,-60.61153417,6112080000,Olascoaga,6.0,Buenos Aires
101.0,-34.90987344,-60.53816816,6112090000,Warnes,6.0,Buenos Aires
102.0,-35.3615828,-58.15048682,6119010000,Altamirano,6.0,Buenos Aires
103.0,-35.31453705,-58.04844208,6119015000,Barrio El Mirador,6.0,Buenos Aires
104.0,-35.03357778,-58.19353827,6119020000,Barrio Las Golondrinas,6.0,Buenos Aires
105.0,-35.10503899,-58.18350079,6119030000,Barrio Los Bosquecitos,6.0,Buenos Aires
106.0,-35.10303295,-58.27304054,6119040000,Barrio Parque Las Acacias,6.0,Buenos Aires
107.0,-35.11497726,-58.09538965,6119045000,Campos De Roca,6.0,Buenos Aires
108.0,-35.1690983,-58.23735294,6119050000,Coronel Brandsen,6.0,Buenos Aires
109.0,-35.21399781,-58.24330309,6119055000,Club De Campo Las Malvinas,6.0,Buenos Aires
110.0,-35.06936553,-58.16568999,6119060000,Gomez,6.0,Buenos Aires
111.0,-35.28020439,-58.19966494,6119070000,Jeppener,6.0,Buenos Aires
112.0,-35.18425843,-57.94796232,6119080000,Oliden,6.0,Buenos Aires
113.0,-35.1499384,-58.05045287,6119085000,Posada De Los Lagos,6.0,Buenos Aires
114.0,-35.22062427,-58.28052979,6119090000,Samborombon,6.0,Buenos Aires
115.0,-34.31602437,-58.97845748,6126010000,Alto Los Cardales,6.0,Buenos Aires
116.0,-34.25304064,-58.95844004,6126020000,Barrio Los Pioneros,6.0,Buenos Aires
117.0,-34.16396181,-58.9588741,6126030000,Campana,6.0,Buenos Aires
118.0,-34.29341532,-58.92119904,6126035000,Chacras Del Rio Lujan,6.0,Buenos Aires
119.0,-34.28167706,-58.89119065,6126040000,Lomas Del Rio Lujan,6.0,Buenos Aires
120.0,-34.97937685,-58.67494308,6134010000,Alejandro Petion,6.0,Buenos Aires
121.0,-35.07424862,-58.86324206,6134020000,Barrio El Taladro,6.0,Buenos Aires
122.0,-35.05271404,-58.7583857,6134030000,Ca¥Uelas,6.0,Buenos Aires
123.0,-35.30032711,-58.59430537,6134040000,Gobernador Udaondo,6.0,Buenos Aires
124.0,-34.90229416,-58.64790102,6134050001,Barrio Belgrano,6.0,Buenos Aires
125.0,-34.93645631,-58.6143958,6134050002,Maximo Paz,6.0,Buenos Aires
126.0,-34.96118394,-58.73089183,6134060000,Santa Rosa,6.0,Buenos Aires
127.0,-35.12273644,-58.89048715,6134070000,Uribelarrea,6.0,Buenos Aires
128.0,-34.96535267,-58.65049796,6134080000,Vicente Casares,6.0,Buenos Aires
129.0,-34.17236743,-59.78934914,6140010000,Capitan Sarmiento,6.0,Buenos Aires
130.0,-34.12855721,-59.92400583,6140020000,La Luisa,6.0,Buenos Aires
131.0,-35.91897056,-61.53126302,6147010000,Bellocq,6.0,Buenos Aires
132.0,-35.77275314,-61.33538798,6147020000,Cadret,6.0,Buenos Aires
133.0,-35.6235435,-61.36531591,6147030000,Carlos Casares,6.0,Buenos Aires
134.0,-35.52495955,-61.43786708,6147040000,Colonia Mauricio,6.0,Buenos Aires
135.0,-35.92770926,-61.26229015,6147050000,Hortensia,6.0,Buenos Aires
136.0,-35.70039074,-61.17028652,6147060000,La Sofia,6.0,Buenos Aires
137.0,-35.58301765,-61.52444571,6147070000,Mauricio Hirsch,6.0,Buenos Aires
138.0,-35.47747256,-61.49307349,6147080000,Moctezuma,6.0,Buenos Aires
139.0,-35.88312621,-61.15942804,6147090000,Ordoqui,6.0,Buenos Aires
140.0,-35.6740915,-61.50666643,6147095000,Santo Tomas,6.0,Buenos Aires
141.0,-35.49462903,-61.59378111,6147100000,Smith,6.0,Buenos Aires
142.0,-35.39257333,-62.41930231,6154010000,Carlos Tejedor,6.0,Buenos Aires
143.0,-35.43881577,-62.72523821,6154020000,Colonia Sere,6.0,Buenos Aires
144.0,-35.6403503,-62.19243723,6154030000,Curaru,6.0,Buenos Aires
145.0,-35.34776152,-62.22465328,6154040000,Timote,6.0,Buenos Aires
146.0,-35.19798151,-62.77308141,6154050000,Tres Algarrobos,6.0,Buenos Aires
147.0,-34.37769873,-59.82290198,6161010000,Carmen De Areco,6.0,Buenos Aires
148.0,-34.49511914,-59.80297374,6161020000,Pueblo Gouin,6.0,Buenos Aires
149.0,-34.46647783,-60.00086974,6161030000,Tres Sargentos,6.0,Buenos Aires
150.0,-36.09169412,-57.80718016,6168010000,Castelli,6.0,Buenos Aires
151.0,-36.05706219,-57.82354226,6168020000,Centro Guerrero,6.0,Buenos Aires
152.0,-35.97605306,-57.44873544,6168030000,Cerro De La Gloria (Canal 15),6.0,Buenos Aires
153.0,-33.89786336,-61.09956051,6175010000,Colon,6.0,Buenos Aires
154.0,-33.9147838,-60.94380818,6175020000,El Arbolito,6.0,Buenos Aires
155.0,-33.6518963,-60.89222399,6175030000,Pearson,6.0,Buenos Aires
156.0,-34.05233531,-61.20190409,6175040000,Sarasa,6.0,Buenos Aires
157.0,-38.76481599,-61.91840511,6182010000,Bajo Hondo,6.0,Buenos Aires
158.0,-38.99619639,-61.54719901,6182020000,Balneario Pehuen Co,6.0,Buenos Aires
159.0,-38.78394028,-62.11951948,6182025000,Pago Chico,6.0,Buenos Aires
160.0,-38.88135273,-62.07495361,6182030000,Punta Alta,6.0,Buenos Aires
162.0,-38.85322426,-62.1164752,6182030002,Villa Del Mar,6.0,Buenos Aires
163.0,-38.80690014,-62.0949854,6182050000,Villa General Arias,6.0,Buenos Aires
164.0,-38.62049491,-60.88096034,6189010000,Aparicio,6.0,Buenos Aires
165.0,-38.92249069,-60.53297745,6189020000,Balneario Marisol,6.0,Buenos Aires
166.0,-38.71662391,-61.28849489,6189030000,Coronel Dorrego,6.0,Buenos Aires
167.0,-38.67577528,-61.08844218,6189040000,El Perdido,6.0,Buenos Aires
168.0,-38.79667811,-61.06887721,6189050000,Faro,6.0,Buenos Aires
169.0,-38.55434263,-60.69549387,6189060000,Irene,6.0,Buenos Aires
170.0,-38.73884911,-60.60922382,6189070000,Oriente,6.0,Buenos Aires
171.0,-38.65341641,-60.86085577,6189075000,La Ruta,6.0,Buenos Aires
172.0,-38.74155509,-61.53772001,6189080000,San Roman,6.0,Buenos Aires
173.0,-37.98652106,-61.35407157,6196010000,Coronel Pringles,6.0,Buenos Aires
174.0,-38.3235636,-61.44505781,6196020000,El Divisorio,6.0,Buenos Aires
175.0,-38.21540943,-61.31458478,6196030000,El Pensamiento,6.0,Buenos Aires
176.0,-38.3293771,-60.88663403,6196040000,Indio Rico,6.0,Buenos Aires
177.0,-38.44591904,-61.56609686,6196050000,Lartigau,6.0,Buenos Aires
178.0,-37.28996158,-62.29716825,6203010000,Cascadas,6.0,Buenos Aires
179.0,-37.45962249,-61.93175301,6203020000,Coronel Suarez,6.0,Buenos Aires
180.0,-37.48430187,-62.1036196,6203030000,Cura Malal,6.0,Buenos Aires
181.0,-37.67722931,-61.70526085,6203040000,D'Orbigny,6.0,Buenos Aires
182.0,-37.06222882,-61.92975291,6203050000,Huanguelen,6.0,Buenos Aires
183.0,-37.22343514,-62.16022592,6203060000,Pasman,6.0,Buenos Aires
185.0,-37.55658568,-61.87263436,6203080000,Santa Maria,6.0,Buenos Aires
186.0,-37.48910365,-61.92527612,6203090000,Santa Trinidad,6.0,Buenos Aires
187.0,-38.13450253,-61.78855535,6203100000,Villa La Arcadia,6.0,Buenos Aires
188.0,-34.6131247,-59.90051946,6210010000,Castilla,6.0,Buenos Aires
189.0,-34.6429844,-60.47018435,6210020000,Chacabuco,6.0,Buenos Aires
190.0,-34.4575064,-60.18018451,6210030000,Los Angeles,6.0,Buenos Aires
191.0,-34.58547079,-60.69863258,6210040000,O'Higgins,6.0,Buenos Aires
192.0,-34.60863743,-60.06771068,6210050000,Rawson,6.0,Buenos Aires
193.0,-35.57398892,-58.06804365,6217003000,Barrio Lomas Altas,6.0,Buenos Aires
194.0,-35.57430091,-58.00055326,6217010001,Chascomus,6.0,Buenos Aires
195.0,-35.54668157,-58.00132588,6217010003,Barrio San Cayetano,6.0,Buenos Aires
196.0,-35.54041693,-58.13491942,6217015000,Laguna Vitel,6.0,Buenos Aires
197.0,-35.87482487,-57.89642268,6217020000,Manuel J. Cobo,6.0,Buenos Aires
198.0,-35.62826964,-58.01455244,6217030000,Villa Parque Girado,6.0,Buenos Aires
199.0,-34.9660329,-60.12363856,6224005000,Benitez,6.0,Buenos Aires
200.0,-34.89801638,-60.0188841,6224010000,Chivilcoy,6.0,Buenos Aires
201.0,-34.74606011,-60.03923142,6224020000,Emilio Ayarza,6.0,Buenos Aires
202.0,-34.8391273,-59.8646672,6224030000,Gorostiaga,6.0,Buenos Aires
203.0,-34.97391895,-59.86393021,6224040000,La Rica,6.0,Buenos Aires
204.0,-35.09265829,-59.7745303,6224050000,Moquehua,6.0,Buenos Aires
205.0,-35.08584552,-59.92366826,6224060000,Ramon Biaus,6.0,Buenos Aires
206.0,-34.94437838,-59.70185974,6224070000,San Sebastian,6.0,Buenos Aires
207.0,-36.56405798,-62.13240098,6231010000,Andant,6.0,Buenos Aires
208.0,-36.88277085,-61.48781791,6231020000,Arboledas,6.0,Buenos Aires
209.0,-36.60017492,-61.74501327,6231030000,Daireaux,6.0,Buenos Aires
210.0,-36.67492564,-61.92919523,6231040000,La Larga,6.0,Buenos Aires
211.0,-36.30711716,-62.20033659,6231060000,Salazar,6.0,Buenos Aires
212.0,-36.31612157,-57.67526573,6238010000,Dolores,6.0,Buenos Aires
213.0,-36.20672843,-57.74137073,6238020000,Sevigne,6.0,Buenos Aires
214.0,-34.87584855,-57.9336299,6245010001,Dique Nº 1,6.0,Buenos Aires
215.0,-34.86797702,-57.92143792,6245010002,Ensenada,6.0,Buenos Aires
216.0,-34.8370462,-57.89996204,6245010003,Isla Santiago (Oeste),6.0,Buenos Aires
217.0,-34.83466894,-58.00104819,6245010004,Punta Lara,6.0,Buenos Aires
218.0,-34.88460015,-57.95112903,6245010005,Villa Catela,6.0,Buenos Aires
219.0,-34.35167041,-58.78325267,6252010001,Belen De Escobar,6.0,Buenos Aires
220.0,-34.30349049,-58.78112746,6252010002,El Cazador,6.0,Buenos Aires
221.0,-34.42878523,-58.73617326,6252010003,Garin,6.0,Buenos Aires
222.0,-34.37900063,-58.73033424,6252010004,Ingeniero Maschwitz,6.0,Buenos Aires
223.0,-34.32852349,-58.85069977,6252010005,Loma Verde,6.0,Buenos Aires
224.0,-34.36887797,-58.84022919,6252010006,Matheu,6.0,Buenos Aires
225.0,-34.39648883,-58.76294588,6252010007,Maquinista F. Savio Este,6.0,Buenos Aires
226.0,-34.88497914,-58.47780994,6260010001,Canning,6.0,Buenos Aires
227.0,-34.8304505,-58.49486942,6260010002,El Jagüel,6.0,Buenos Aires
228.0,-34.80019644,-58.45309641,6260010003,Luis Guillon,6.0,Buenos Aires
229.0,-34.81913686,-58.47269476,6260010004,Monte Grande,6.0,Buenos Aires
230.0,-34.75650758,-58.49029235,6260010005,9 De Abril,6.0,Buenos Aires
231.0,-34.33637869,-59.10941497,6266010000,Arroyo De La Cruz,6.0,Buenos Aires
232.0,-34.29121087,-59.10152327,6266020000,Capilla Del Se¥Or,6.0,Buenos Aires
233.0,-34.28897398,-59.22278122,6266030000,Diego Gaynor,6.0,Buenos Aires
234.0,-34.3300737,-58.98856516,6266040000,Los Cardales,6.0,Buenos Aires
235.0,-34.32730036,-59.07599055,6266050000,Parada Orlando,6.0,Buenos Aires
236.0,-34.41494774,-59.08628118,6266060001,El Remanso,6.0,Buenos Aires
237.0,-34.3736267,-59.13935402,6266060002,Parada Robles,6.0,Buenos Aires
238.0,-34.3581119,-59.03100107,6266060003,Pavon,6.0,Buenos Aires
239.0,-34.81282163,-58.55216501,6270010001,Aeropuerto Internacional Ezeiza,6.0,Buenos Aires
241.0,-34.93384899,-58.57800173,6270010003,Carlos Spegazzini,6.0,Buenos Aires
242.0,-34.85361001,-58.51955217,6270010004,Jose Maria Ezeiza,6.0,Buenos Aires
243.0,-34.85038597,-58.55586955,6270010005,La Union,6.0,Buenos Aires
244.0,-34.88515271,-58.57003358,6270010006,Tristan Suarez,6.0,Buenos Aires
245.0,-34.8275807,-58.222912,6274010001,Bosques,6.0,Buenos Aires
246.0,-34.81228589,-58.24265326,6274010002,Estanislao Severo Zeballos,6.0,Buenos Aires
247.0,-34.79605443,-58.2748589,6274010003,Florencio Varela,6.0,Buenos Aires
248.0,-34.81523973,-58.30823342,6274010004,Gobernador Julio A. Costa,6.0,Buenos Aires
249.0,-34.86480753,-58.21104373,6274010005,Ingeniero Juan Allan,6.0,Buenos Aires
250.0,-34.87904247,-58.28980925,6274010006,Villa Brown,6.0,Buenos Aires
251.0,-34.86279293,-58.25532323,6274010007,Villa San Luis,6.0,Buenos Aires
252.0,-34.83802765,-58.28888991,6274010008,Villa Santa Rosa,6.0,Buenos Aires
253.0,-34.83031932,-58.26352399,6274010009,Villa Vatteone,6.0,Buenos Aires
254.0,-34.95640486,-58.27874543,6274010010,El Tropezon,6.0,Buenos Aires
255.0,-34.94373301,-58.26325509,6274010011,La Capilla,6.0,Buenos Aires
256.0,-34.63566163,-62.47868213,6277010000,Blaquier,6.0,Buenos Aires
257.0,-34.8466777,-62.46715758,6277020000,Florentino Ameghino,6.0,Buenos Aires
258.0,-34.95222922,-62.21742299,6277030000,Porvenir,6.0,Buenos Aires
259.0,-38.43488064,-58.21686373,6280005000,Centinela Del Mar,6.0,Buenos Aires
260.0,-38.11193351,-57.84153531,6280010000,Comandante Nicanor Otamendi,6.0,Buenos Aires
261.0,-38.34468815,-57.99203931,6280020000,Mar Del Sur,6.0,Buenos Aires
262.0,-38.14865451,-58.22301211,6280030000,Mechongue,6.0,Buenos Aires
263.0,-38.27074293,-57.84047146,6280040000,Miramar,6.0,Buenos Aires
264.0,-36.02293843,-60.01479357,6287010000,General Alvear,6.0,Buenos Aires
265.0,-34.21015426,-61.3548578,6294010000,Arribe¥Os,6.0,Buenos Aires
266.0,-34.2368759,-61.10361388,6294020000,Ascension,6.0,Buenos Aires
267.0,-34.26984559,-61.29267181,6294030000,Estacion Arenales,6.0,Buenos Aires
268.0,-34.12503838,-61.13265489,6294040000,Ferre,6.0,Buenos Aires
269.0,-34.30446797,-61.30562778,6294050000,General Arenales,6.0,Buenos Aires
270.0,-34.26087407,-60.96859882,6294060000,La Angelita,6.0,Buenos Aires
271.0,-34.10685494,-61.13170207,6294070000,La Trinidad,6.0,Buenos Aires
272.0,-35.76945774,-58.49446151,6301010000,General Belgrano,6.0,Buenos Aires
273.0,-35.67337296,-58.95829996,6301020000,Gorchs,6.0,Buenos Aires
274.0,-36.64316518,-57.7905019,6308010000,General Guido,6.0,Buenos Aires
275.0,-36.94896685,-58.10356718,6308020000,Labarden,6.0,Buenos Aires
276.0,-37.00622177,-57.14172559,6315010001,Barrio Kennedy,6.0,Buenos Aires
277.0,-36.996773,-57.13747691,6315010002,General Juan Madariaga,6.0,Buenos Aires
278.0,-37.25039925,-61.25957941,6322010000,General La Madrid,6.0,Buenos Aires
279.0,-37.36076902,-61.53484879,6322020000,La Colina,6.0,Buenos Aires
280.0,-37.19808135,-61.1220424,6322030000,Las Martinetas,6.0,Buenos Aires
281.0,-37.53362138,-61.28657501,6322040000,Libano,6.0,Buenos Aires
282.0,-37.7317699,-61.32309572,6322050000,Pontaut,6.0,Buenos Aires
283.0,-34.89377633,-58.91722153,6329010000,General Hornos,6.0,Buenos Aires
284.0,-34.92677391,-58.94534079,6329020000,General Las Heras,6.0,Buenos Aires
285.0,-34.78299083,-59.10956477,6329030000,La Choza,6.0,Buenos Aires
286.0,-34.79411937,-59.02797569,6329050000,Plomer,6.0,Buenos Aires
287.0,-34.83002419,-58.94225894,6329060000,Villars,6.0,Buenos Aires
288.0,-36.40808519,-56.94335533,6336020000,General Lavalle,6.0,Buenos Aires
290.0,-35.69363776,-58.44731361,6343010000,Barrio Rio Salado,6.0,Buenos Aires
292.0,-35.51735202,-58.31842471,6343030000,Ranchos,6.0,Buenos Aires
293.0,-35.67762711,-58.43509232,6343040000,Villanueva,6.0,Buenos Aires
294.0,-34.41621373,-61.92801417,6351010000,Colonia San Ricardo,6.0,Buenos Aires
295.0,-34.76415599,-61.89006749,6351020000,General Pinto,6.0,Buenos Aires
296.0,-34.57611183,-62.05183069,6351030000,Germania,6.0,Buenos Aires
297.0,-34.59949953,-61.91649891,6351035000,Gunther,6.0,Buenos Aires
298.0,-34.79131602,-62.20110907,6351040000,Villa Francia,6.0,Buenos Aires
299.0,-34.57983023,-62.17104892,6351050000,Villa Roth,6.0,Buenos Aires
300.0,-38.02972292,-57.7995485,6357020000,Barrio El Boqueron,6.0,Buenos Aires
301.0,-37.90682683,-57.78588606,6357050000,Barrio La Gloria,6.0,Buenos Aires
302.0,-37.93171578,-57.68316203,6357060000,Barrio Santa Paula,6.0,Buenos Aires
303.0,-38.00862116,-57.70855004,6357070000,Batan,6.0,Buenos Aires
304.0,-38.17577793,-57.651339,6357080000,Chapadmalal,6.0,Buenos Aires
305.0,-38.23693125,-57.76341808,6357090000,El Marquesado,6.0,Buenos Aires
306.0,-38.03672773,-57.71298974,6357100000,Estacion Chapadmalal,6.0,Buenos Aires
307.0,-37.91307639,-57.55246385,6357110001,Camet,6.0,Buenos Aires
308.0,-37.88866524,-57.60001215,6357110002,Estacion Camet,6.0,Buenos Aires
309.0,-38.01209148,-57.60649472,6357110003,Mar Del Plata,6.0,Buenos Aires
310.0,-38.08337743,-57.58593509,6357110004,Punta Mogotes,6.0,Buenos Aires
311.0,-37.83241452,-57.63111555,6357110005,Barrio El Casal,6.0,Buenos Aires
312.0,-37.95416671,-57.7715971,6357120000,Sierra De Los Padres,6.0,Buenos Aires
313.0,-37.89310248,-57.82616456,6357120001,Barrio Colinas Verdes,6.0,Buenos Aires
314.0,-37.90508101,-57.73918241,6357120002,Barrio El Coyunco,6.0,Buenos Aires
316.0,-34.6079239,-58.95028204,6364030000,General Rodriguez,6.0,Buenos Aires
317.0,-34.54971974,-58.94677855,6364030001,Barrio Morabo,6.0,Buenos Aires
318.0,-34.6764463,-58.97041886,6364030002,Barrio Ruta 24 Km. 10,6.0,Buenos Aires
319.0,-34.56013885,-58.91826142,6364030003,C.C. Bosque Real,6.0,Buenos Aires
320.0,-34.62786034,-58.95325335,6364030004,General Rodrguez,6.0,Buenos Aires
321.0,-34.56734338,-58.58431125,6371010001,Barrio Parque General San Martin,6.0,Buenos Aires
322.0,-34.57510717,-58.57458289,6371010002,Billinghurst,6.0,Buenos Aires
323.0,-34.57969868,-58.54201448,6371010003,Ciudad Del Libertador General San Martin,6.0,Buenos Aires
324.0,-34.54165208,-58.59590936,6371010004,Ciudad Jardin El Libertador,6.0,Buenos Aires
325.0,-34.59041326,-58.55304309,6371010005,Villa Ayacucho,6.0,Buenos Aires
326.0,-34.54228468,-58.55831772,6371010006,Villa Ballester,6.0,Buenos Aires
327.0,-34.59058991,-58.53966066,6371010007,Villa Bernardo Monteagudo,6.0,Buenos Aires
328.0,-34.57967449,-58.52303697,6371010008,Villa Chacabuco,6.0,Buenos Aires
329.0,-34.55951691,-58.57727693,6371010009,Villa Coronel Jose M. Zapiola,6.0,Buenos Aires
330.0,-34.5470506,-58.56943919,6371010010,Villa General Antonio J. De Sucre,6.0,Buenos Aires
